Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-04-28,Cairo,Egypt,273,59.0,52.4,48.8,46.2,5.89,46.2,15.8,68,14.5
2024-04-29,New York,USA,123,145.1,107.7,29.6,49.8,9.94,143.8,25.1,11,12.5
2024-04-29,Los Angeles,USA,137,43.3,66.5,29.8,33.5,4.98,106.6,31.3,51,11.0
2024-04-29,London,UK,82,92.7,134.5,91.6,17.7,7.29,36.2,9.5,19,12.9
2024-04-29,Beijing,China,226,137.2,11.4,91.1,14.4,0.12,180.9,3.6,49,15.0
2024-04-29,Delhi,India,83,141.0,118.5,25.2,26.0,0.77,70.3,30.7,42,3.2
2024-04-29,Paris,France,100,191.3,18.3,51.3,32.6,2.57,132.3,-2.4,69,3.6
2024-04-29,Tokyo,Japan,274,237.0,288.7,45.8,48.1,9.11,118.3,34.4,33,12.3
2024-04-29,Sydney,Australia,109,240.7,88.2,44.9,25.0,2.01,113.9,-9.7,82,2.9
2024-04-29,São Paulo,Brazil,152,180.3,271.3,13.6,43.4,4.35,15.6,9.0,51,2.3
2024-04-29,Cairo,Egypt,223,161.3,298.0,97.8,36.2,6.92,145.6,3.6,72,13.1
2024-04-30,New York,USA,78,223.5,190.6,54.0,27.5,0.15,37.8,24.3,25,8.9
2024-04-30,Los Angeles,USA,142,22.0,126.4,79.8,39.9,4.06,191.0,15.9,85,7.4
2024-04-30,London,UK,231,164.9,190.8,36.2,44.7,7.3,99.8,-0.0,69,2.1
2024-04-30,Beijing,China,129,7.2,271.1,81.2,10.2,0.61,127.4,-3.1,47,4.2
2024-04-30,Delhi,India,173,97.5,94.3,61.4,5.8,8.91,50.4,14.4,79,10.3
2024-04-30,Paris,France,125,113.4,171.6,11.7,31.8,6.56,196.1,-0.7,44,2.1
2024-04-30,Tokyo,Japan,83,197.5,120.5,60.7,31.0,7.07,34.6,17.8,59,6.6
2024-04-30,Sydney,Australia,250,242.8,54.1,60.0,16.2,1.22,10.9,33.2,13,6.0
2024-04-30,São Paulo,Brazil,35,183.7,231.3,12.9,6.3,3.29,189.6,32.1,45,0.9
2024-04-30,Cairo,Egypt,99,220.2,278.4,69.0,11.7,4.18,94.7,24.6,56,11.2
2024-05-01,New York,USA,61,10.7,198.3,49.2,36.9,9.18,35.4,1.5,80,4.0
2024-05-01,Los Angeles,USA,104,163.9,204.1,57.1,8.6,6.84,80.8,31.3,45,14.1
2024-05-01,London,UK,94,5.3,61.4,43.5,24.8,8.01,107.3,21.8,13,7.7
2024-05-01,Beijing,China,108,69.5,75.8,35.0,29.1,3.67,196.3,7.5,17,10.8
2024-05-01,Delhi,India,207,48.9,181.2,18.9,41.3,2.97,194.7,28.7,33,14.9
2024-05-01,Paris,France,236,78.0,178.6,33.0,20.0,0.19,119.3,3.2,74,10.2
2024-05-01,Tokyo,Japan,90,136.9,245.4,29.8,29.7,1.98,84.1,38.0,13,9.8
2024-05-01,Sydney,Australia,48,202.1,196.6,12.1,48.3,8.48,36.1,36.6,90,13.4
2024-05-01,São Paulo,Brazil,251,229.7,53.0,87.5,15.3,6.63,178.6,16.6,88,6.3
2024-05-01,Cairo,Egypt,179,175.7,142.1,57.8,7.2,6.18,102.5,-9.9,70,14.0
2024-05-02,New York,USA,190,63.4,58.6,22.2,21.5,9.95,134.9,2.8,65,2.0
2024-05-02,Los Angeles,USA,215,241.3,162.7,22.8,24.6,1.88,25.4,12.5,27,0.9
2024-05-02,London,UK,124,98.4,33.0,54.5,12.4,2.94,185.0,-7.5,57,5.4
2024-05-02,Beijing,China,277,103.5,234.6,53.4,41.9,3.96,50.6,-2.9,19,13.8
2024-05-02,Delhi,India,224,144.2,275.1,15.6,12.0,3.96,13.0,28.8,79,4.8
2024-05-02,Paris,France,38,167.7,274.1,90.3,45.3,7.52,121.3,1.7,90,6.7
2024-05-02,Tokyo,Japan,221,47.2,261.8,92.4,47.1,0.11,58.2,24.6,69,14.8
2024-05-02,Sydney,Australia,280,212.7,77.3,39.1,32.1,4.78,99.7,15.3,52,3.3
2024-05-02,São Paulo,Brazil,159,63.3,225.4,68.4,49.3,6.08,111.2,-8.6,25,4.3
2024-05-02,Cairo,Egypt,113,173.8,86.4,79.9,18.0,6.96,158.7,33.9,25,13.0
2024-05-03,New York,USA,109,134.6,109.1,37.5,10.4,8.11,196.6,21.4,70,5.0
2024-05-03,Los Angeles,USA,229,146.7,14.5,60.9,39.2,6.39,149.0,36.1,18,8.7
2024-05-03,London,UK,163,11.4,48.3,70.4,30.1,4.04,102.3,20.6,32,12.2
2024-05-03,Beijing,China,125,69.8,28.0,23.0,15.4,2.92,35.8,14.7,62,14.8
2024-05-03,Delhi,India,34,180.7,175.2,93.6,32.7,3.89,128.7,15.5,41,2.0
2024-05-03,Paris,France,125,195.9,149.6,41.0,5.5,4.08,69.0,37.0,32,2.5
2024-05-03,Tokyo,Japan,276,203.4,268.3,22.0,29.2,6.87,167.0,2.5,66,11.7
2024-05-03,Sydney,Australia,181,136.2,291.1,69.0,8.3,3.72,177.7,17.5,51,12.3
2024-05-03,São Paulo,Brazil,113,103.3,263.9,76.0,36.6,6.86,142.2,-2.9,52,12.3
2024-05-03,Cairo,Egypt,206,21.2,62.2,64.5,17.0,5.26,93.5,20.7,34,8.6
2024-05-04,New York,USA,224,99.6,267.2,76.4,16.6,5.25,113.0,-8.8,61,4.7
2024-05-04,Los Angeles,USA,171,21.6,24.7,33.8,25.0,2.24,27.8,2.6,52,12.1
2024-05-04,London,UK,103,165.5,120.4,58.7,45.4,0.78,56.6,-4.8,89,5.5
2024-05-04,Beijing,China,188,192.3,119.9,43.2,27.3,5.47,74.0,-4.1,44,1.3
2024-05-04,Delhi,India,167,7.0,216.1,36.8,12.8,4.14,98.9,28.5,11,4.6
2024-05-04,Paris,France,39,13.7,182.6,69.2,17.7,9.68,15.6,37.3,85,1.1
2024-05-04,Tokyo,Japan,270,140.9,97.5,38.4,42.8,4.78,181.1,35.3,36,1.7
2024-05-04,Sydney,Australia,62,86.1,93.3,45.9,24.6,6.38,115.6,-1.8,18,0.7
2024-05-04,São Paulo,Brazil,150,152.7,270.8,58.4,49.7,7.97,186.2,10.8,85,2.3
2024-05-04,Cairo,Egypt,86,61.0,239.8,70.5,2.3,3.32,170.4,33.6,13,10.8
2024-05-05,New York,USA,259,14.5,149.3,28.6,3.6,9.64,155.3,3.2,23,7.6
2024-05-05,Los Angeles,USA,130,245.0,197.2,31.1,12.4,8.19,144.8,39.4,55,4.7
2024-05-05,London,UK,221,20.5,112.5,46.7,47.4,5.84,84.0,23.9,47,10.8
2024-05-05,Beijing,China,105,182.8,173.1,73.7,19.1,8.3,22.0,-1.6,77,6.4
2024-05-05,Delhi,India,180,130.4,297.1,58.8,3.5,2.0,166.7,2.9,87,6.0
2024-05-05,Paris,France,46,172.6,206.3,32.4,3.8,4.42,120.6,10.6,15,4.6
2024-05-05,Tokyo,Japan,216,117.7,105.6,56.0,41.8,5.88,111.0,28.3,43,6.9
2024-05-05,Sydney,Australia,89,232.4,293.7,74.4,37.1,8.02,55.6,-5.1,87,2.1
2024-05-05,São Paulo,Brazil,48,217.7,249.0,53.2,32.1,3.28,186.7,12.2,85,6.9
2024-05-05,Cairo,Egypt,154,249.1,116.1,39.1,8.2,1.14,40.9,7.9,41,12.5
2024-05-06,New York,USA,173,49.0,49.7,34.9,47.7,3.62,43.3,8.2,40,6.4
2024-05-06,Los Angeles,USA,41,63.1,83.5,62.8,36.0,8.84,142.9,37.5,83,5.7
2024-05-06,London,UK,62,72.0,154.8,96.3,41.5,1.8,55.4,0.8,77,0.5
2024-05-06,Beijing,China,120,119.7,135.2,94.9,22.4,5.61,188.9,11.3,59,2.0
2024-05-06,Delhi,India,246,174.3,196.0,79.2,25.5,6.43,170.3,15.2,85,13.7
2024-05-06,Paris,France,53,121.4,34.9,13.9,28.5,4.56,33.0,36.9,82,13.0
2024-05-06,Tokyo,Japan,147,185.1,247.3,46.2,4.8,0.57,50.3,16.2,64,8.1
2024-05-06,Sydney,Australia,129,248.8,33.7,90.0,36.2,3.56,60.1,39.3,51,14.4
2024-05-06,São Paulo,Brazil,140,215.4,177.8,53.0,5.3,2.23,167.0,33.0,39,9.6
2024-05-06,Cairo,Egypt,75,246.1,245.1,59.0,48.4,9.5,71.7,-6.8,85,11.9
2024-05-07,New York,USA,171,225.2,79.5,81.5,44.5,7.04,175.0,29.8,57,8.0
2024-05-07,Los Angeles,USA,75,17.4,85.9,8.7,28.0,2.54,183.9,-4.8,68,5.2
2024-05-07,London,UK,244,18.2,232.5,36.9,29.2,9.78,39.4,33.0,81,12.1
2024-05-07,Beijing,China,201,224.9,169.8,11.5,33.8,2.12,130.2,33.2,70,3.3
2024-05-07,Delhi,India,178,124.1,163.2,96.7,26.5,8.13,107.4,25.1,63,11.2
2024-05-07,Paris,France,120,201.0,228.5,54.4,19.8,1.8,173.9,6.6,50,2.0
2024-05-07,Tokyo,Japan,75,142.3,151.5,9.9,19.6,1.65,72.6,27.5,16,4.0
2024-05-07,Sydney,Australia,151,45.6,171.3,73.8,22.9,2.38,43.6,-3.2,89,13.4
2024-05-07,São Paulo,Brazil,252,142.5,214.8,67.6,11.5,9.39,165.4,30.7,10,14.6
2024-05-07,Cairo,Egypt,142,92.9,192.5,57.9,24.8,7.69,42.6,0.1,74,1.1
2024-05-08,New York,USA,221,228.1,99.3,94.7,4.9,6.84,117.4,26.6,43,6.2
2024-05-08,Los Angeles,USA,203,207.0,287.5,26.4,17.8,4.14,65.7,7.9,44,1.5
2024-05-08,London,UK,275,50.8,34.7,76.8,48.0,1.22,166.0,34.6,22,12.2
2024-05-08,Beijing,China,130,168.6,148.4,39.8,7.1,6.04,158.3,3.2,78,10.2
2024-05-08,Delhi,India,66,27.4,220.7,69.9,43.9,2.3,187.7,-3.6,52,12.8
2024-05-08,Paris,France,67,189.2,296.6,95.1,4.2,6.07,93.9,29.6,52,10.6
2024-05-08,Tokyo,Japan,205,183.7,93.4,45.9,37.8,6.98,92.8,-1.7,82,5.0
2024-05-08,Sydney,Australia,99,39.8,23.5,40.5,19.0,5.72,12.1,-1.7,63,1.9
2024-05-08,São Paulo,Brazil,123,97.3,72.8,84.3,6.7,9.25,71.1,35.4,61,8.6
2024-05-08,Cairo,Egypt,233,155.5,291.5,79.5,44.7,8.21,64.6,18.7,23,4.1
2024-05-09,New York,USA,200,235.8,99.7,41.2,37.5,3.2,63.4,31.6,36,4.5
2024-05-09,Los Angeles,USA,41,119.3,170.5,13.8,6.7,1.19,19.7,-9.5,86,8.6
2024-05-09,London,UK,196,248.6,191.9,78.8,5.9,1.19,11.1,-4.6,30,3.2
2024-05-09,Beijing,China,37,44.9,24.5,78.0,33.4,6.23,124.0,1.3,34,7.6
2024-05-09,Delhi,India,169,8.5,204.1,49.2,27.3,3.3,64.3,17.2,87,5.8
2024-05-09,Paris,France,89,217.7,238.7,69.1,18.0,3.69,170.6,38.0,30,5.8
2024-05-09,Tokyo,Japan,62,244.2,169.4,73.8,43.6,1.04,21.8,27.4,36,2.7
2024-05-09,Sydney,Australia,267,183.2,242.6,12.4,5.9,6.12,123.7,-5.5,58,3.4
2024-05-09,São Paulo,Brazil,132,167.0,238.9,7.5,6.5,8.06,124.8,38.9,16,8.9
2024-05-09,Cairo,Egypt,249,111.4,101.2,6.0,2.6,4.59,191.1,28.9,31,2.6
2024-05-10,New York,USA,254,185.8,98.1,82.9,40.2,3.05,13.3,33.2,43,13.4
2024-05-10,Los Angeles,USA,241,84.9,272.9,90.3,48.1,1.43,168.0,21.2,70,3.0
2024-05-10,London,UK,177,225.2,55.9,12.7,40.8,9.88,26.9,8.2,75,9.2
2024-05-10,Beijing,China,56,243.2,221.2,68.5,49.0,8.21,59.0,18.3,47,11.7
2024-05-10,Delhi,India,260,107.0,41.0,33.4,12.5,4.1,88.6,33.9,17,4.4
2024-05-10,Paris,France,57,59.3,103.9,6.4,12.6,7.97,44.9,38.5,86,4.4
2024-05-10,Tokyo,Japan,188,245.4,151.7,46.6,37.3,2.56,89.1,19.7,31,2.7
2024-05-10,Sydney,Australia,37,136.6,77.8,37.1,12.3,7.23,35.4,2.1,63,2.4
2024-05-10,São Paulo,Brazil,63,232.8,93.0,30.5,39.5,7.78,193.5,5.4,15,4.9
2024-05-10,Cairo,Egypt,139,128.1,263.3,64.6,8.6,1.53,162.9,5.6,14,14.9
2024-05-11,New York,USA,143,234.9,213.9,39.5,28.9,2.83,198.3,4.1,86,1.7
2024-05-11,Los Angeles,USA,97,169.7,175.4,68.8,34.2,7.75,37.7,37.9,64,5.5
2024-05-11,London,UK,91,132.0,79.5,91.4,44.9,0.59,135.4,31.1,38,10.8
2024-05-11,Beijing,China,36,110.7,222.4,26.4,34.3,7.21,20.9,20.9,30,14.6
2024-05-11,Delhi,India,101,174.9,166.8,94.2,6.3,1.16,180.7,19.9,46,7.0
2024-05-11,Paris,France,105,56.9,71.4,88.8,48.2,4.92,88.7,23.9,25,11.0
2024-05-11,Tokyo,Japan,209,221.7,122.4,31.5,2.6,1.22,16.2,27.7,56,1.0
2024-05-11,Sydney,Australia,67,47.3,250.5,95.3,19.6,1.28,127.3,10.2,61,7.8
2024-05-11,São Paulo,Brazil,260,44.6,86.0,43.1,35.5,2.44,75.1,17.6,61,1.5
2024-05-11,Cairo,Egypt,201,192.8,38.0,23.3,35.1,1.64,62.9,30.5,16,1.3
2024-05-12,New York,USA,205,44.1,207.3,33.4,37.0,8.38,79.8,35.7,42,1.7
2024-05-12,Los Angeles,USA,204,86.1,228.7,56.7,21.8,5.51,137.7,28.6,52,7.8
2024-05-12,London,UK,142,181.8,98.6,58.7,7.5,6.07,119.9,20.5,54,8.9
2024-05-12,Beijing,China,146,196.0,184.0,22.5,5.5,0.73,159.8,0.1,58,15.0
2024-05-12,Delhi,India,214,115.2,279.6,43.5,5.4,8.32,67.5,6.4,44,5.7
2024-05-12,Paris,France,42,169.0,123.3,55.9,26.8,3.08,91.2,15.3,27,7.4
2024-05-12,Tokyo,Japan,272,120.6,238.2,79.1,29.6,7.49,84.1,5.7,61,12.5
2024-05-12,Sydney,Australia,84,167.9,73.2,94.6,17.2,6.29,36.1,-5.0,81,0.7
2024-05-12,São Paulo,Brazil,234,212.5,125.8,81.2,32.1,3.63,45.0,26.5,50,1.3
2024-05-12,Cairo,Egypt,201,102.8,143.1,57.7,4.0,4.17,92.6,7.6,60,10.4
2024-05-13,New York,USA,140,52.1,202.8,76.4,12.0,5.34,118.9,5.4,11,4.0
2024-05-13,Los Angeles,USA,88,17.8,272.4,46.5,44.5,9.61,39.1,10.9,27,8.3
2024-05-13,London,UK,171,186.6,55.8,44.1,19.0,6.58,195.3,29.2,10,12.2
2024-05-13,Beijing,China,59,65.5,98.9,19.5,40.1,9.52,92.8,-7.8,13,5.2
2024-05-13,Delhi,India,281,123.4,46.8,98.6,4.3,2.43,97.0,27.6,35,4.7
2024-05-13,Paris,France,98,234.8,24.0,99.4,4.3,1.1,195.0,23.5,46,3.3
2024-05-13,Tokyo,Japan,96,237.0,73.7,58.4,50.0,8.65,33.9,7.5,45,6.3
2024-05-13,Sydney,Australia,169,164.5,157.3,28.8,22.9,4.56,176.4,-3.4,71,10.7
2024-05-13,São Paulo,Brazil,236,7.8,294.1,12.3,40.9,4.02,115.9,2.8,31,4.2
2024-05-13,Cairo,Egypt,126,16.7,55.9,34.1,34.4,8.93,92.2,10.4,86,6.6
2024-05-14,New York,USA,110,248.9,121.6,29.5,23.8,1.84,170.7,25.5,47,7.7
2024-05-14,Los Angeles,USA,141,244.4,241.9,56.2,31.9,5.25,30.7,-7.9,46,1.9
2024-05-14,London,UK,174,161.9,105.0,29.2,5.6,5.54,94.9,7.2,42,0.7
2024-05-14,Beijing,China,196,107.0,29.8,37.1,2.7,3.48,70.8,7.5,38,3.2
2024-05-14,Delhi,India,42,238.0,153.8,18.6,19.2,3.42,158.4,2.8,36,7.7
2024-05-14,Paris,France,103,50.5,270.7,23.8,49.6,5.3,159.1,13.4,32,6.7
2024-05-14,Tokyo,Japan,73,26.9,254.9,38.7,22.5,3.19,48.9,6.9,71,0.8
2024-05-14,Sydney,Australia,87,223.8,206.2,35.1,14.9,7.39,138.5,21.4,15,2.2
2024-05-14,São Paulo,Brazil,35,42.5,22.0,61.8,15.1,5.19,76.1,38.5,71,12.2
2024-05-14,Cairo,Egypt,161,54.6,106.4,74.2,45.3,9.65,99.0,0.7,84,10.6
2024-05-15,New York,USA,152,32.8,223.7,34.5,22.2,6.7,66.4,18.6,57,12.6
2024-05-15,Los Angeles,USA,113,86.7,21.8,89.3,13.6,3.05,172.6,-4.5,10,3.2
2024-05-15,London,UK,225,209.7,290.9,22.4,42.7,4.29,38.5,20.9,47,13.7
2024-05-15,Beijing,China,102,29.7,279.0,53.9,48.8,1.84,88.5,20.2,81,11.5
2024-05-15,Delhi,India,241,199.4,107.5,27.5,30.7,9.97,76.8,-0.8,34,12.9
2024-05-15,Paris,France,234,205.3,100.3,36.1,39.3,1.22,128.6,-7.4,44,8.0
2024-05-15,Tokyo,Japan,241,81.9,159.4,46.7,12.4,9.38,169.6,-8.7,32,10.6
2024-05-15,Sydney,Australia,31,83.9,129.8,26.8,6.5,1.71,166.4,37.6,12,9.8
2024-05-15,São Paulo,Brazil,151,54.8,46.8,74.5,29.2,4.97,150.3,-8.0,26,11.0
2024-05-15,Cairo,Egypt,262,44.1,48.3,46.0,46.0,7.37,47.7,-7.7,14,10.4
2024-05-16,New York,USA,96,149.3,150.1,91.0,44.4,4.62,123.5,36.8,60,0.6
2024-05-16,Los Angeles,USA,265,149.7,289.4,70.2,14.0,0.55,103.3,-1.8,24,0.9
2024-05-16,London,UK,291,207.4,217.1,90.6,32.3,2.47,75.9,27.8,27,11.6
2024-05-16,Beijing,China,251,166.7,237.5,86.7,20.0,2.53,62.2,31.8,16,4.2
2024-05-16,Delhi,India,181,11.9,104.4,26.4,10.5,0.16,120.5,38.0,35,0.8
2024-05-16,Paris,France,224,148.3,137.8,39.3,11.3,6.37,134.6,-7.2,63,10.0
2024-05-16,Tokyo,Japan,123,22.3,36.8,53.3,39.9,6.88,174.2,27.9,53,6.2
2024-05-16,Sydney,Australia,223,63.0,137.6,94.0,23.2,0.43,129.8,10.9,48,7.0
2024-05-16,São Paulo,Brazil,265,63.9,249.5,83.9,44.0,2.45,169.9,-6.4,66,4.1
2024-05-16,Cairo,Egypt,111,82.6,254.4,53.6,3.4,0.73,192.7,9.6,87,13.3
2024-05-17,New York,USA,37,82.1,92.7,58.5,3.6,5.05,85.1,5.3,70,11.2
2024-05-17,Los Angeles,USA,203,116.3,47.8,71.8,16.8,5.52,66.7,30.1,87,10.3
2024-05-17,London,UK,166,89.9,108.0,29.1,45.2,3.79,169.3,5.0,50,6.6
2024-05-17,Beijing,China,129,33.4,278.0,78.4,47.9,9.74,179.0,13.8,63,1.6
2024-05-17,Delhi,India,149,163.7,33.7,77.4,44.9,2.41,26.5,-0.4,72,10.3
2024-05-17,Paris,France,229,25.0,31.1,70.7,46.2,9.58,95.3,23.7,89,3.5
2024-05-17,Tokyo,Japan,86,125.2,285.1,44.9,47.3,9.23,160.3,-2.6,80,3.6
2024-05-17,Sydney,Australia,51,161.8,197.5,10.4,38.6,5.8,197.7,11.0,88,13.6
2024-05-17,São Paulo,Brazil,200,146.1,128.8,77.6,36.2,8.98,76.6,26.6,40,9.8
2024-05-17,Cairo,Egypt,41,222.6,87.2,65.1,15.5,7.15,20.1,11.1,52,1.6
2024-05-18,New York,USA,150,54.7,221.3,10.0,41.1,1.27,105.5,35.6,26,10.6
2024-05-18,Los Angeles,USA,291,68.4,94.3,89.6,17.7,9.24,150.0,26.1,30,13.5
2024-05-18,London,UK,101,110.0,128.4,90.3,46.8,6.38,61.3,19.2,11,2.4
2024-05-18,Beijing,China,73,248.1,238.2,7.9,36.2,8.32,158.3,12.4,90,2.2
2024-05-18,Delhi,India,195,50.5,97.3,40.1,3.3,2.11,24.2,-9.1,40,10.2
2024-05-18,Paris,France,171,146.5,291.8,72.6,14.1,5.23,146.7,37.1,85,3.0
2024-05-18,Tokyo,Japan,292,93.0,218.3,46.0,15.3,2.68,44.3,15.6,61,8.1
2024-05-18,Sydney,Australia,300,67.7,137.1,15.2,9.3,6.78,198.5,29.9,71,10.8
2024-05-18,São Paulo,Brazil,118,248.4,267.8,47.1,12.1,3.22,41.7,4.9,77,4.6
2024-05-18,Cairo,Egypt,34,155.3,50.2,63.7,45.7,2.83,66.6,29.7,63,7.3
2024-05-19,New York,USA,135,248.1,112.9,81.1,20.4,5.1,170.0,19.3,89,7.6
2024-05-19,Los Angeles,USA,89,246.0,257.7,80.0,12.4,6.37,16.7,-2.4,20,11.5
2024-05-19,London,UK,260,202.1,155.9,50.4,49.8,9.15,52.1,24.5,55,12.6
2024-05-19,Beijing,China,130,220.1,280.8,94.4,18.9,5.36,56.6,6.2,67,1.8
2024-05-19,Delhi,India,87,101.4,210.6,67.0,24.6,8.57,59.8,20.1,70,14.5
2024-05-19,Paris,France,247,15.4,132.2,43.7,35.2,9.81,144.7,-6.0,13,3.8
2024-05-19,Tokyo,Japan,257,90.8,179.5,28.7,12.0,6.97,43.1,6.8,36,14.0
2024-05-19,Sydney,Australia,207,88.8,285.8,98.9,19.6,4.65,26.4,5.3,45,8.3
2024-05-19,São Paulo,Brazil,224,224.1,185.5,61.4,19.6,4.13,40.3,15.8,27,12.4
2024-05-19,Cairo,Egypt,50,186.1,220.4,74.5,32.1,5.64,91.3,-5.3,79,12.9
2024-05-20,New York,USA,236,169.0,148.5,30.8,43.7,4.8,63.6,33.7,53,1.5
2024-05-20,Los Angeles,USA,297,36.3,84.4,65.2,16.6,9.03,15.3,16.5,17,3.3
2024-05-20,London,UK,30,14.1,279.7,12.5,18.9,2.86,199.8,-1.7,20,8.0
2024-05-20,Beijing,China,128,204.4,91.0,70.5,42.5,9.05,143.5,9.3,19,9.2
2024-05-20,Delhi,India,282,172.9,177.5,94.7,33.9,6.23,140.4,-9.7,42,8.2
2024-05-20,Paris,France,44,140.0,248.3,32.0,43.7,4.66,70.8,35.1,89,1.2
2024-05-20,Tokyo,Japan,270,49.8,126.2,34.0,41.8,8.1,179.8,-5.9,70,9.7
2024-05-20,Sydney,Australia,216,14.9,213.9,31.1,38.1,2.03,123.1,23.4,44,4.8
2024-05-20,São Paulo,Brazil,88,228.0,241.1,26.1,43.8,1.12,192.6,-6.7,70,14.8
2024-05-20,Cairo,Egypt,157,168.7,212.3,59.3,9.5,3.48,72.8,17.2,54,11.5
2024-05-21,New York,USA,77,158.9,299.3,57.3,45.8,4.43,129.2,14.4,73,8.1
2024-05-21,Los Angeles,USA,180,185.4,188.7,6.7,25.7,8.47,82.0,-1.4,89,12.7
2024-05-21,London,UK,163,55.2,159.7,6.6,33.1,3.15,155.1,-1.4,13,13.4
2024-05-21,Beijing,China,97,22.8,42.1,55.9,21.5,6.7,47.7,21.8,11,3.2
2024-05-21,Delhi,India,182,181.7,290.1,23.8,20.9,2.14,90.0,39.9,80,2.2
2024-05-21,Paris,France,237,205.4,181.1,70.1,29.8,0.29,180.4,5.9,57,11.0
2024-05-21,Tokyo,Japan,293,100.4,24.6,43.7,2.4,5.77,104.6,14.3,71,14.3
2024-05-21,Sydney,Australia,97,87.3,61.6,55.2,42.3,9.88,126.9,30.6,81,3.1
2024-05-21,São Paulo,Brazil,207,41.7,299.8,41.3,41.2,6.6,69.0,13.9,36,8.3
2024-05-21,Cairo,Egypt,34,140.1,288.5,85.4,41.2,0.55,133.7,-1.3,43,3.7
2024-05-22,New York,USA,241,74.0,120.2,78.0,45.3,9.42,167.2,-2.4,24,5.4
2024-05-22,Los Angeles,USA,231,231.2,68.4,57.3,4.6,1.73,54.5,32.5,15,8.1
2024-05-22,London,UK,262,191.1,257.6,40.0,13.2,4.88,74.4,9.3,29,1.9
2024-05-22,Beijing,China,237,27.5,181.5,15.1,12.6,4.56,63.5,-4.6,28,1.6
2024-05-22,Delhi,India,34,217.2,140.5,14.6,12.0,5.02,129.6,3.3,12,11.0
2024-05-22,Paris,France,173,234.3,126.2,74.3,4.4,5.2,15.0,-4.5,31,2.4
2024-05-22,Tokyo,Japan,170,179.6,277.5,17.5,15.8,2.99,168.5,24.9,17,13.9
2024-05-22,Sydney,Australia,79,169.9,69.5,20.0,20.7,7.73,160.7,39.2,63,13.1
2024-05-22,São Paulo,Brazil,264,224.8,137.1,35.3,4.8,2.53,136.1,12.5,34,6.0
2024-05-22,Cairo,Egypt,162,143.4,261.0,39.8,21.0,9.02,199.5,36.3,45,10.8
2024-05-23,New York,USA,175,5.4,289.6,17.8,6.3,8.71,112.6,16.6,28,9.2
2024-05-23,Los Angeles,USA,162,249.7,242.3,95.9,38.3,6.39,120.5,17.2,84,12.4
2024-05-23,London,UK,78,10.5,188.7,46.7,13.9,2.29,59.4,37.3,38,0.9
2024-05-23,Beijing,China,274,145.0,282.2,6.9,35.2,3.78,147.1,7.8,56,4.7
2024-05-23,Delhi,India,46,177.8,146.7,8.6,3.8,6.44,21.6,-8.3,32,11.4
2024-05-23,Paris,France,49,206.9,59.4,99.9,36.3,2.7,118.5,20.7,11,4.9
2024-05-23,Tokyo,Japan,294,184.4,246.4,6.3,38.4,5.2,159.0,25.8,48,3.9
2024-05-23,Sydney,Australia,173,247.3,61.7,52.4,34.6,4.66,114.9,-8.7,23,12.4
2024-05-23,São Paulo,Brazil,246,164.8,38.4,55.5,12.4,6.96,115.8,37.0,34,8.2
2024-05-23,Cairo,Egypt,88,213.8,268.6,58.7,16.1,3.18,78.0,6.1,38,13.4
2024-05-24,New York,USA,215,197.0,93.5,78.2,42.0,4.22,88.4,32.0,52,2.1
2024-05-24,Los Angeles,USA,60,249.4,163.2,43.7,2.9,8.9,99.4,21.4,34,9.8
2024-05-24,London,UK,185,116.8,144.5,13.3,3.9,3.4,91.3,-9.5,35,9.1
2024-05-24,Beijing,China,208,127.9,184.1,15.9,48.1,9.16,176.4,17.1,78,9.3
2024-05-24,Delhi,India,260,202.8,134.1,90.4,34.4,3.32,85.2,27.1,12,1.5
2024-05-24,Paris,France,260,237.5,298.5,64.7,27.3,4.59,149.3,1.1,69,12.6
2024-05-24,Tokyo,Japan,158,90.7,286.7,66.9,48.8,1.17,110.6,15.7,63,4.4
2024-05-24,Sydney,Australia,53,111.9,119.7,84.1,20.3,4.7,73.1,35.8,40,14.7
2024-05-24,São Paulo,Brazil,164,82.2,175.9,38.7,33.5,7.26,68.0,15.2,69,10.1
2024-05-24,Cairo,Egypt,94,150.5,80.4,70.7,38.2,1.42,195.7,2.3,63,13.4
2024-05-25,New York,USA,36,140.0,217.2,36.0,47.8,3.43,111.3,23.2,76,11.7
2024-05-25,Los Angeles,USA,254,25.8,81.2,34.9,34.6,1.83,197.4,27.6,56,8.2
2024-05-25,London,UK,48,226.7,20.9,9.3,31.5,6.06,132.2,38.3,59,2.9
2024-05-25,Beijing,China,35,50.2,111.4,91.3,9.7,8.87,191.5,34.4,68,6.2
2024-05-25,Delhi,India,119,42.2,144.7,12.4,15.2,6.36,153.0,12.6,68,14.6
2024-05-25,Paris,France,238,138.3,208.7,79.9,18.9,2.75,89.6,-7.6,73,10.9
2024-05-25,Tokyo,Japan,127,192.9,235.0,72.2,19.9,7.15,11.1,20.3,49,6.8
2024-05-25,Sydney,Australia,30,124.6,121.7,52.2,29.8,1.06,197.2,36.0,48,7.5
2024-05-25,São Paulo,Brazil,230,89.3,55.7,24.2,18.9,3.84,56.7,15.5,24,12.5
